BLOQUE;Módulo del programa;Tipo de oferente;Nombre de la institución oferente;Imagen del oferente;Datos de contacto;RECURSOS IDENTIFICADOS;Propósito;Modalidad;Tipo;Aportes al programa;Fuentes de financiación;Enlace;;;Observ.;Mensajes;Atributos;Ejes;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;FITT;;"Forum for International Trade Training
116 Lisgar Street, Suite 100
Ottawa, Ontario
K2P 0C2
Canada
1.613.230.3553
800.561.3488
1.613.230.3553
info@fitt.ca";International Market Entry Strategies;El curso de Estrategias de Entrada al Mercado Internacional examina lo que los individuos en las organizaciones necesitan saber y hacer para asegurar el éxito de nuevas empresas internacionales. Aprenderá cómo investigar las opciones de entrada al mercado, analizarlas y luego seleccionar la estrategia más efectiva para sus necesidades. Con este conocimiento en la mano, también descubrirá cómo implementar y administrar su nueva estrategia de entrada al mercado y construir un futuro exitoso en su nuevo mercado.;Virtual;Curso;Análisis de mercados internacionales, y las estrategias para posicionarse en un nicho de mercado internacional;FITT;https://fittfortrade.com/international-market-entry-strategies;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;FITT;;"Forum for International Trade Training
116 Lisgar Street, Suite 100
Ottawa, Ontario
K2P 0C2
Canada
1.613.230.3553
800.561.3488
1.613.230.3553
info@fitt.ca";Feasibility of International Trade;El curso brinda herrmientas para determinar si las nuevas oportunidades comerciales son viables y si los beneficios potenciales superan los riesgos y costos.;Virtual;Curso;Conocimiento de las mejores condiciones de mercado y los puntos críticos para posicionar un negocio internacional;FITT;https://fittfortrade.com/feasibility-international-trade;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"BLOQUE 1. Transformación continuada de los SAA: i) objetivos económicos, sociales y ambientales; ii) acuerdos y compromisos nacionales e internacionales";Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Bioeconomía y la transformación de los sistemas alimentarios en las Américas ;diálogo independiente de cara al proceso de la Cumbre de los Sistemas Alimentarios de las Naciones Unidas (disponible en https://bit.ly/3eAPpcw), denominado “La bioeconomía y la transformación de los sistemas alimentarios de América Latina y el Caribe (ALC)”. En este evento participaron además como coorganizadores el Consorcio Internacional de Investigación en Biotecnología Agrícola (ICABR), el Centro de Cooperación Internacional en Investigación Agrícola para el Desarrollo (CIRAD), Allbiotech, la Bolsa de Cereales de Buenos Aires y la empresa SURICATA.;Virtual;Diálogo y documento;Diseñar MOOC con base en el documento ;IICA;https://blog.iica.int/blog/bioeconomia-transformacion-los-sistemas-agroalimentarios-america-latina-caribe-segunda-parte;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"BLOQUE 1. Transformación continuada de los SAA: i) objetivos económicos, sociales y ambientales; ii) acuerdos y compromisos nacionales e internacionales";Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Políticas para la Promoción de la Bioeconomía ;Curso Mooc: Curso diseñado sin maquetar en plataforma;Virtual;Curso;Curso con información sobre políticas para promocionar la bioeconomía;IICA;Falta maquetación en plataforma;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Externo;UNAM-IICA;;Curso Mooc Disponible en plataforma IICA;Innovación agroalimentaria;Este curso fue desarrollado por el Instituto Interamericano de Cooperación para la Agricultura (IICA) en colaboración con la Universidad Nacional Autónoma de México (UNAM)  con el propósito de introducir el tema de Innovación y su importancia en el sector Agroalimentario. En un mundo donde la globalización de los mercados es imperante y el cambio climático afecta las prácticas agrícolas, la competitividad sin innovación no es procedente.;Virtual;Curso;Innovación y su importancia en el sector Agroalimentario. En un mundo donde la globalización de los mercados es imperante y el cambio climático afecta las prácticas agrícolas, la competitividad sin innovación no es procedente.;IICA;https://es.coursera.org/learn/innovacion-agro;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA-BID;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Desafíos y oportunidades en la economía digital;La revolución tecnológica ha llegado para quedarse, y con ella, una nueva economía digital. El presente curso se imparte para conocer los impactos y las oportunidades que los avances tecnológicos están generando en América Latina y el Caribe.;Virtual;Curso;"Curso Mooc	Disponible en plataforma IICA";BID;https://nodoka.co/es/ofertas/desafios-y-oportunidades-en-la-economia-digital;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Una salud (suelos, animales, alimentación y nutrición humana);Externo;UNAM-Mx-IICA;;Curso Mooc Disponible en plataforma IICA;Seguridad agroalimentaria;La seguridad agroalimentaria es uno de los mayores problemas a nivel mundial debido a que existen millones de personas que no tienen acceso diario a los alimentos. Por ello, es necesario revisar el concepto y analizar su importancia, elementos para la construcción de políticas para generar seguridad alimentaria, así como los riesgos e  implicaciones de no implementar estas políticas. Al hacerlo, puede contribuirse al reto global  actual, el cual, requiere tomar conciencia de estos aspectos mejorar las condiciones de acceso, disponibilidad, estabilidad y utilización  de alimentos. ;Virtual;Curso;Este curso, desarrollado por el Instituto Interamericano de Cooperación para la Agricultura (IICA) y la Universidad Nacional Autónoma de México (UNAM), es una introducción a los elementos  teórico-prácticos sobre la situación e importancia de la seguridad agroalimentaria en las Américas y a los elementos básicos para desarrollar e implementar estrategias nacionales de seguridad agroalimentaria.;UNAM;https://es.coursera.org/learn/seguridad-alimentaria;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;OIMA-IICA;;"Presidente OIMA
Terry Long / Terry.Long@usda.gov
Secretaria Técnica de OIMA
Carolina Quirós / carolina.quiros@iica.int
Teléfono
+(506) 2216 0232
Correo
oima@iica.int";Introducción al análisis de precios en la agricultura (su continuacón se llama: TÉCNICAS PARA EL ANÁLISIS DE PRECIOS EN LA AGRICULTURA);"Este curso se enfoca en una introducción al análisis de precios en la agricultura. Se facilitará un manual técnico sobre el tema elaborado por OIMA, para su implementación oportuna en el área específica a intervenir por cada estudiante.
Temas generales del curso:
Acercamiento a la formación de precios
Determinantes de la oferta y la demanda
Estructuras de mercado y precios";Vitrual;Curso;"Acercamiento a la formación de precios
Determinantes de la oferta y la demanda
Estructuras de mercado y precios";"OIMA
";https://elearning.iica.int/mod/page/view.php?id=%208077;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Interno;IICA-CIP;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Metodologías para articular la agricultura familiar a mercados;"Tiene como objetivo el fortalecer conocimientos y capacidades de los participantes para apoyar a productores y otros actores locales de sistemas de agricultura
familiar en la vinculación a mercados de una manera más dinámica y efectiva a través de la aplicación de metodologías y herramientas participativas.";Virtual;Programa;Conocimiento de los mercados agrarios con énfasis en la inclusión de emprendimientos de agricultura familiar;Este proyecto es financiado por la Unión Europea a través del Programa Euroclima+, Componente Producción Resiliente de Alimentos y ejecutado por GIZ y Expertise France;https://bio-emprender.iica.int/iica-opportunities/metodologias-para-articular-la-agricultura-familiar-a-los-mercados/;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Interno;IICA - SEMEAR - FIDA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Comercialización de productos de agricultura familiar;El objetivo de este curso es dar a conocer más sobre la comercialización de productos de la agricultura familiar, para que se puedan impulsar acciones, planificaciones y debates que contribuyan a la mejora de la producción y comercialización sostenible de estos productos, como una estrategia viable para la región económica y el país.;Vitrual;Curso;Comercialización de productos de la agricultura familiar;IICA;https://elearning.iica.int/mod/page/view.php?id=13150;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Modelos de comercialización para vincular a pequeños y medianos productores con los mercados (ESQUEMAS DE COMERCIALIZACIÓN PARA VINCULAR A PEQUEÑOS PRODUCTORES);El curso combinó temas teóricos y prácticos y permitió a los participantes poner en práctica algunas herramientas como Bench Marking.  Con las visitas de  observación a diferentes supermercados, delicatessen y tiendas especializadas del país.;Presencial;Curso;Bench Marking;IICA;https://www.iica.int/es/prensa/noticias/esquemas-de-comercializacion-para-vincular-pequenos-productores;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Gestión de riesgos naturales, ambientales, sociales, sanitarios y de mercado.;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Cálculo y evaluación de la Huella Hídrica como herramienta para la sostenibilidad territorial y la adaptación al cambio climático;Este curso es la segunda parte de: Fundamentos de la huella hídrica en el sector agrícola en un contexto de Cambio Climático;Vitrual;Curso;Cálculo y evaluación de la Huella Hídrica como herramienta para la sostenibilidad territorial y la adaptación al cambio climático;IICA;https://elearning.iica.int/mod/page/view.php?id=6636;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Gestión de riesgos naturales, ambientales, sociales, sanitarios y de mercado.;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Guía básica para la elaboración de una NAMA en el sector agropecuario;"Objetivo general:

Compartir diferentes herramientas y experiencias en la elaboración de una guía básica de NAMA del sector Agropecuario, para que los participantes del curso, de acuerdo con sus necesidades e intereses, logren apropiarse de los aprendizajes que se dan alrededor de los conceptos y las herramientas compartidas. ";Vitrual;Curso;"Ampliar conceptos sobre una NAMA.
Conocer experiencias en la elaboración de una NAMA.  
Apropiar y transferir conocimiento con los participantes.";IICA;https://elearning.iica.int/mod/page/view.php?id=15079&lang=es;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Gestión de riesgos naturales, ambientales, sociales, sanitarios y de mercado.;Interno;IICA-EMBRAPA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Buenas prácticas agrícolas para una agricultura resiliente;El curso es autogestionado y consta de nueve módulos que abordan temáticas como la importancia de las BPA en la gestión de los riesgos en la agricultura, manejo de la finca, gestión del suelo y fertilización, gestión del agua, protección de cultivos, almacenamiento de plaguicidas y manejo de sobrantes, salud e higiene, cosecha y transporte, capacitación, documentación y rastreabilidad, y evaluaciones y planes de mejora de BPA;Vitrual;Curso;Las BPA como herramienta de la resiliencia agrícola;IICA-EMBRAPA;https://www.iica.int/es/prensa/noticias/embrapa-y-el-iica-abren-curso-virtual-sobre-buenas-practicas-agricolas-para-una;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Incentivos y regulaciones para promoción de elementos ambientales, recursos naturales y cambio climático ;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Bases conceptuales del Acuerdo de Paris y NDC en el sector agroalimentario;Este curso fue elaborado con base en los materiales del “Curso piloto virtual sobre el Marco Referencial de implementación del Acuerdo de Paris y las NDCs en el sector agroalimentario”, desarrollado en 2020 por Expertise France y GIZ en el marco del Programa EUROCLIMA+, con el apoyo financiero de la Unión Europea. ;Vitrual;Curso;"Módulo 1. Marco Referencial
Módulo 2. Adaptación
Módulo 3. Mitigación
Módulo 4. Financiamiento
Módulo 5. Transparencia";IICA - Expertise France y GIZ en el marco del Programa EUROCLIMA+, con el apoyo financiero de la Unión Europea;https://elearning.iica.int/mod/page/view.php?id=15160&lang=es;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Incentivos y regulaciones para promoción de elementos ambientales, recursos naturales y cambio climático ;Externo;BID;;"Autores y coordinadores:
Lorenzelli, Marco
Vera, Miguel
Valdez, Xochitl";Indicadores para el Desarrollo;Este curso forma parte de la iniciativa desarrollada en conjunto por el Programa de Naciones Unidas para el Desarrollo (PNUD) y el Instituto Interamericano para el Desarrollo Social (INDES) del Banco Interamericano de Desarrollo (BID) con la intención de facilitar este reto mediante la ampliación de las capacidades y la actualización estadística de un gran número de organizaciones públicas y privadas vinculadas a los procesos de desarrollo.;Vitrual;Curso;"MÓDULO 1. EL DESARROLLO COMO CONCEPTO Y COMO PRÁCTICA
MÓDULO 2. PLANES NACIONALES, ESTRATEGIAS DE REDUCCIÓN DE LA POBREZA Y OBJETIVOS DE LARGO PLAZO
MÓDULO 3. LOS OBJETIVOS GLOBALES Y EL CICLO DE POLÍTICAS
MÓDULO 4. SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN DE LAS POLÍTICAS PÚBLICAS
MÓDULO 5. ¿DE DÓNDE VIENEN LOS INDICADORES?
MÓDULO 6. CADENAS DE OBJETIVOS E INDICADORES
MÓDULO 7. TRANSFORMANDO LA INFORMACIÓN EN INDICADORES
MÓDULO 8. FUENTES DE DATOS Y METADATA
MÓDULO 9. ENTENDIENDO EL ERROR ESTADÍSTICO
MÓDULO 10. USANDO INDICADORES PARA REFLEJAR LA DIVERSIDAD";BID;https://cursos.iadb.org/es/indes/indicadores-para-el-desarrollo;;;;;;;;
Bloque 3: “Del discurso a la acción: un laboratorio para transformar el conocimiento en evidencia”;BLOQUE 3. Aplicación de la Teoría de Cambio y otras metodologías para el diseño de políticas o para la formulación de proyectos;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Guía para la identificación y análisis de las posibilidades de negocios de la Bioeconomía ;En términos muy generales, la aplicación de dicha herramienta permitiría identificar las limitaciones y posibilidades de los países de ALC en cada una de las vías de aprovechamiento de la bioeconomía, para posteriormente acompañarlos en la elaboración de las hojas de ruta (entendiendo que la hoja de ruta es la definición del camino a seguir y la estrategia, el instrumento para su implementación).;Virtual y presencial;"1. Curso híbrido
2. Curso presencial	
3. Existe un manual";Herramienta para determinar el potencial de bionegocios de la bioeconomía de una cadena en un territorio;IICA;https://repositorio.iica.int/handle/11324/18904;;;;;;;;
Bloque 3: “Del discurso a la acción: un laboratorio para transformar el conocimiento en evidencia”;BLOQUE 3. Aplicación de la Teoría de Cambio y otras metodologías para el diseño de políticas o para la formulación de proyectos;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";ABC de políticas para el desarrollo y fortalecimiento de la bioeconomía ;"Guía de análisis del marco institucional normativo y de política para el desarrollo de la bioeconomía, desarrollada por el PByDP. Además, se utilizaron otros documentos del Centro de Análisis Estratégico para la Agricultura del IICA en materia de formulación de políticas públicas para la agricultura. En primer lugar, se presenta el marco conceptual de la bioeconomía y sus interrelaciones con los objetivos económicos, ambientales y sociales de los países, los territorios rurales y las cadenas agrícolas, así como las políticas y el fomento de los mercados, requeridos para su promoción. Posteriormente, con base en las buenas prácticas y lecciones aprendidas de diversos países de dentro y fuera de ALC, el manual propone una serie de pasos para: 1) establecer un grupo impulsor que lidere las iniciativas y estrategias en la materia; 2) formular un concepto propio de bioeconomía que se adecúe a los intereses y las posibilidades particulares; 3) introducir la bioeconomía en todos los estratos de la sociedad; y 4) desarrollar un esquema de gobernanza y una estrategia para su promoción en los países. Por último, se describe una metodología aplicable para la formulación de una política nacional, departamental o territorial en este campo.";Virtual y presencial;"1. Curso híbrido
2. Curso presencial	
3. Existe un manual";Herramienta sobre políticas para  desarrollar y fortalecer la bioeconomía;IICA;https://repositorio.iica.int/handle/11324/18796;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;BID;;"IDB Headquarters
1300 New York Avenue, N.W.
Washington, D.C. 20577, USA
(202) 623-1000
(202) 623-3096";Acuerdos comerciales para fomentar las cadenas regionales de valor;Este curso te permitirá ahondar en el contenido de los acuerdos comerciales, su relevancia económica, política y social para el desarrollo, así como su vinculación con el fortalecimiento de las cadenas de valor en los países de la región. Asimismo, conocerás algunas de las herramientas disponibles, como la plataforma ConnectAmericas para que tu micro, pequeña o mediana empresa encuentre oportunidades de negocio en los mercados internacionales.;Vitrual;Curso;Contenido de los acuerdos comerciales, su relevancia económica, política y social para el desarrollo, así como su vinculación con el fortalecimiento de las cadenas de valor en los países de la región;BID;https://cursos.iadb.org/es/indes/acuerdos-comerciales-para-fomentar-las-cadenas-regionales-de-valor;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Externo;BID;;"IDB Headquarters
1300 New York Avenue, N.W.
Washington, D.C. 20577, USA
(202) 623-1000
(202) 623-3096";Educación sobre el cambio climático;Este curso explora la ciencia básica que hay detrás del cambio climático y presenta herramientas para su enseñanza de una manera positiva, atractiva y participativa. También introduce algunas de las cuestiones éticas y sociales relacionadas al cambio climático. ;Vitrual;Curso;Este es un curso práctico en donde se utilizan videos, planes de clase y juegos en línea con ejemplos de América Latina y el Caribe, desarrollados por la iniciativa “Súbete: educación sobre el cambio climático” del BID. El curso dirigido para maestros o estudiantes para maestros de escuelas primarias y secundarias, pretende prepararlos para enseñar educación sobre el cambio climático y promover acciones de mitigación y adaptación contra el cambio climático en su escuela y comunidad.;BID;https://cursos.iadb.org/es/indes/educaci-n-sobre-el-cambio-clim-tico;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Inversión y financiamiento;Externo;BID;;"IDB Headquarters
1300 New York Avenue, N.W.
Washington, D.C. 20577, USA
(202) 623-1000
(202) 623-3097";Administración pública y fiscal: cómo se gestiona un gobierno;En este curso aprenderás de manera sencilla y cercana cómo se mide la calidad de la administración pública y fiscal de tu país y verás en qué lugar se encuentra respecto al resto de América Latina y el Caribe. ¿Cómo se financia y en qué gasta el dinero un gobierno? ¿Cómo se deciden los presupuestos? ¿Hay suficientes o demasiados empleados públicos? ¿Cómo se mide la efectividad de las leyes y regulaciones? Como ciudadanos responsables, necesitamos conocer los aspectos básicos de la administración pública y fiscal de un gobierno y nuestro propósito en este curso es que aprendas de manera sencilla y cercana los conceptos básicos de la gestión de un gobierno. En este curso encontrarás información sobre las prácticas, desempeño y resultados de los gobiernos de América Latina y el Caribe en materia de administración pública y fiscal, información útil tanto para la formulación y evaluación de las políticas públicas, como para el seguimiento del propio desempeño y la comparación con el resto de países de la región y los el grupo de países de la OCDE. El contenido del curso está basado en la publicación Panorama de las Administraciones Públicas: América Latina y el Caribe 2017 y es resultado de la colaboración entre la OCDE y el BID.;Vitrual;Curso;¿Cómo se financia y en qué gasta el dinero un gobierno? ¿Cómo se deciden los presupuestos? ¿Hay suficientes o demasiados empleados públicos? ¿Cómo se mide la efectividad de las leyes y regulaciones? ;BID;https://cursos.iadb.org/es/indes/administraci-n-p-blica-y-fiscal-c-mo-se-gestiona-un-gobierno;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"

BLOQUE 1. Entendiendo el funcionamiento de los SAA de ALC y el mundo";Interno;IICA;;Arias Segura, J., Campos, R., Montiel, K., Trigo, E., & Villarreal, F. (2021). El camino del IICA hacia la Cumbre sobre los Sistemas Alimentarios 2021.;"El camino del IICA hacia
la Cumbre sobre los Sistemas
Alimentarios 2021";Se abordan temas relevantes en el marco de la Cumbre de los Sistemas Alimentarios para comprender sus características generales y la inserción de la agricultura, la región y el IICA en la dinámica general. Los objetivos de la Cumbre de las Naciones Unidas sobre los Sistemas Alimentarios, la forma en la que se organiza la Cumbre para alcanzar sus resultados, promover los diálogos técnicos y políticos y para la puesta en marcha. Además, se presenta el objetivo del IICA de cara a la Cumbre y cuál es su estrategia para apoyar una participación efectiva de América Latina y el Caribe. Por otra parte, se define qué son los sistemas y cuáles son las contribuciones de estos en la Agenda 2030 y su vinculación con los Objetivos de Desarrollo Sostenible (ODS).;Virtual;Libro;Principales mensajes camino hacia la Cumbre de Sistemas Alimentarios;IICA;https://repositorio.iica.int/bitstream/handle/11324/18602/BVE21088360e.pdf?sequence=1&isAllowed=y;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"

BLOQUE 1. Entendiendo el funcionamiento de los SAA de ALC y el mundo";Interno;IICA;;Otero Justo, M. R., & Bertoni Hicar, M. S. (2021). Los sistemas alimentarios: una visión desde la agricultura de las Américas.;Los sistemas alimentarios: una visión desde la agricultura de las Américas;Es un documento de discusión que busca contribuir en los aspectos conceptuales y políticos desde la perspectiva del sector agrícola y rural de las Américas (Otero Justo & Bertoni Hicar 2021). Al comienzo del documento se muestran los principios y se resalta la eficiencia del sistema alimentario global para alimentar el mundo. Se menciona que el comercio internacional agrícola, que marca el flujo en la cadena productiva, debe ser abierto, transparente y previsible, con aranceles sustentados y bilaterales. También se aborda la demanda del consumidor, que debe ser variada y soportada en dietas saludables asequibles para todos los estratos de la población. A continuación se mencionan las estrategias de producción, que deben ser innovadoras, aprovechando nuevos paradigmas como el de la bioeconomía, con el apoyo de un adecuado soporte público y privado. Finaliza con la importancia de las Américas para la provisión de alimentos y servicios ecosistémicos (Otero Justo & Bertoni Hicar 2021).;Virtual;Libro;Producción, dietas, hábitos de consumo, sustentabilidad de los sistemas alimentarios, protagonismo de las Américas en los sistemas alimentarios mundiales y nuevos paradigmas de producción afincados en abordajes como la bioeconomía:;IICA, a partir de  numerosos diálogos para la acción en el marco de la Cumbre sobre los Sistemas Alimentarios 2021, cuyo propósito principal es analizar las diferentes dimensiones de los sistemas agroalimentarios y la centralidad de la agricultura en las Américas (Otero Justo & Bertoni Hicar 2021). ;https://repositorio.iica.int/bitstream/handle/11324/18599/BVE21088359e.pdf?sequence=1&isAllowed=y;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"

BLOQUE 1. Entendiendo el funcionamiento de los SAA de ALC y el mundo";Interno;IICA;;"Piñeiro, M; Luiselli, C; Ramos, Á; Trigo, E. 2021a. El Sistema Alimentario Global: Una Perspectiva Desde América Latina. Teseo (Ed.). Ciudad Autónoma De Buenos Aires, Teseo. ";El sistema alimentario global: Una perspectiva desde América Latina ;Este sistema alimentario global debe ser capaz de proveer alimentos a toda la población en cantidad suficiente, a precios razonables y estables en el tiempo, y con la suficiente variedad y calidad para satisfacer las expectativas y necesidades de los consumidores. Cómo lograr un desarrollo equilibrado de los sistemas alimentarios que tome en cuenta, por un lado, las condiciones y necesidades particulares de cada país y región y, por el otro, las necesidades globales, es uno de los grandes desafíos de la humanidad;Virtual;Libro;La estructura, perspectiva y ejes mencionados en este libro sirvieron de guía para la estructuración de algunos módulos del programa. ;Teseo;https://cronicon.net/wp/el-sistema-alimentario-global-una-perspectiva-desde-america-latina/;;;;;;;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"

BLOQUE 1. Entendiendo el funcionamiento de los SAA de ALC y el mundo";Interno;IICA;;"IICA; CE, CE. 2021. (DT-719) Principales Mensajes En Camino Hacia La Cumbre De Las Naciones Unidas Sobre Los Sistemas Alimentarios, Desde La Perspectiva De La Agricultura De Las Américas-Rev. 1. Ed. IICA. San José, Costa Rica, IICA. 7 P. (XLI Reunión Ordinaria Del Comité Ejecutivo).";Principales mensajes en camino hacia la Cumbre de las Naciones Unidas sobre los Sistemas Alimentarios, desde la perspectiva de la agricultura de las Américas – Rev. 2;El marco de la Cumbre sobre los Sistemas Alimentarios 2021 de las Naciones Unidas es una oportunidad única para introducir los concesos que el IICA ha logrado en sendos diálogos para la acción, a partir de tres principios fundamentales: 1). Los productores agropecuarios deben estar bien representados y su rol protagónico debe ser claramente reconocido. 2). Toda decisión o política adoptada debe estar basada en evidencia científica. 3). La agricultura es parte de la solución para los desafíos que enfrenta la humanidad. Este escrito recoge los consensos que sobre esos tres principios se han logrado (IICA & CE 2021). ;Virtual;Nota;Es uno de los documentos conductores de los ejes del programa;IICA;https://www.iica.int/sites/default/files/2021-06/PR-2%20Cumbre%20de%20los%20sistemas%20alimentarios%202021.pdf;;;;;;;;
